"site","date","flux"
"X18",2011-04-20,106.145311197
"X18",2011-04-21,28.579377412
"X18",2011-04-25,121.724170614
"X18",2011-04-28,207.9480498
"X18",2011-05-14,259.859067624
"X18",2011-05-15,70.7857248
"X18",2011-05-25,735.381043327
"X18",2011-05-28,249.19853976
"X18",2011-05-30,53.07357434
"X18",2011-05-31,383.671209098
"X18",2011-06-01,229.799840451
"X18",2011-06-04,50.041251984
"X18",2011-06-27,22.767515837
"X18",2011-06-28,302.708383404
"X18",2011-06-29,14.270891297
"X18",2011-07-18,83.727898114
"X18",2011-07-30,33.074728387
"X18",2011-08-26,30.806050355
"X18",2011-09-30,19.457888048
"X18",2011-10-01,23.518480459
"X18",2011-10-03,156.880105118
"X18",2011-10-04,15.844549291
"X18",2011-10-05,45.123186056
"X18",2011-11-03,389.993494959
"X18",2011-11-18,566.311770409
"X18",2011-11-23,35.229415147
"X18",2011-11-30,44.295491691
"X18",2011-12-01,28.808060104
"X18",2012-01-15,77.067894131
"X18",2012-01-19,51.726042217
"X18",2012-01-20,44.567482699
"X18",2012-02-24,13.878063486
"X18",2012-02-28,22.440810667
"X18",2012-02-29,151.485696878
"X18",2012-03-01,46.710652907
"X18",2012-03-06,75.63814538
"X18",2012-03-12,215.799551859
"X18",2012-03-13,80.243444058
"X18",2012-03-23,23.738147022
"X18",2012-03-27,68.971491655
"X18",2012-03-31,386.375113215
"X18",2012-04-10,18.39253107
"X18",2012-04-11,22.049443703
"X18",2012-04-12,53.3501366
"X18",2012-04-23,37.30090876
"X18",2012-04-25,14.19377955
"X18",2012-04-26,214.01036506
"X18",2012-05-04,19.134310507
"X18",2012-05-14,167.359134725
"X18",2012-05-17,36.762179499
"X18",2012-05-24,76.623109434
"X18",2012-05-25,63.964950463
"X18",2012-05-26,14.10108856
"X18",2012-06-04,369.999080655
"X18",2012-06-21,36.978027574
"X18",2012-06-22,27.318087062
"X18",2012-06-23,122.436123932
"X18",2012-06-24,40.425683116
"X18",2012-06-25,191.049200047
"X18",2012-06-26,12.507360996
"X18",2012-07-19,11.793852158
"X18",2012-08-13,18.446109375
"X18",2012-08-14,16.814011221
"X18",2012-08-31,12.167874652
"X18",2012-10-22,120.425528294
"X18",2012-10-23,55.180461505
"X18",2012-10-31,32.843801061
"X18",2012-11-08,562.367523753
"X18",2012-11-17,28.120624995
"X18",2012-11-18,15.689643946
"X18",2012-11-28,88.389240687
"X18",2012-11-29,702.824534839
"X18",2012-12-01,37.20174111
"X18",2012-12-02,29.591438639
"X18",2012-12-11,29.355471486
"X18",2012-12-12,39.790141495
"X18",2012-12-20,34.600311856
"X18",2012-12-21,160.761668238
"X18",2012-12-23,28.635988826
"X18",2013-03-05,55.817088175
"X18",2013-03-06,56.881111823
"X18",2013-04-04,25.171733074
"X18",2013-04-07,52.303320492
"X18",2013-04-14,60.446772557
"X18",2013-04-15,86.373914876
"X18",2013-06-10,71.167722559
"X18",2013-06-18,59.280278103
"X18",2013-06-19,112.056730291
"X18",2013-07-02,26.880656577
"X18",2013-08-18,21.419444086
"X18",2013-08-20,50.21668082
"X18",2013-08-29,11.805610538
"X18",2013-09-05,16.961640975
"X18",2013-09-20,60.333123821
"X18",2013-09-21,272.181577936
"X18",2013-09-24,31.876135653
"X18",2013-10-27,237.701728631
"X18",2013-10-28,59.908432559
"X18",2013-12-03,40.187159317
"X18",2014-01-11,22.783997221
"X18",2014-01-29,14.661643965
"X18",2014-02-15,51.071349711
"X18",2014-02-19,53.134454332
"X18",2014-02-26,11.451559487
"X18",2014-03-06,10.182638103
"X18",2014-03-10,32.712636871
"X18",2014-03-17,29.772751867
"X18",2014-03-25,25.678330806
"X18",2014-03-29,210.387382377
"X18",2014-04-22,81.771082063
"X18",2014-04-25,132.608774341
"X18",2014-05-05,16.461578652
"X18",2014-05-10,41.019507142
"X18",2014-05-18,36.966440642
"X18",2014-05-30,37.764241167
"X18",2014-06-02,14.481909873
"X18",2014-06-10,25.984375627
"X18",2014-06-13,12.261133656
"X18",2014-07-20,24.563176218
"X18",2014-07-22,39.751701268
"X18",2014-09-18,16.724464027
"X18",2014-09-20,20.767558779
"X18",2014-09-25,208.212402923
"X18",2014-10-14,35.587237332
"X18",2014-10-15,59.220004164
"X18",2014-10-20,10.159206893
"X18",2014-10-21,13.666013045
"X18",2014-10-25,315.209650266
"X18",2014-10-31,74.095976274
"X18",2014-11-22,192.325500416
"X18",2014-11-28,161.543377241
"X18",2014-11-29,131.018977927
"X18",2014-11-30,45.2087511
"X18",2014-12-03,45.880268474
"X18",2014-12-10,131.886088427
"X18",2014-12-11,312.596608146
"X18",2014-12-24,81.324744204
"X18",2014-12-29,27.86695453
"X18",2015-02-05,154.120409624
"X18",2015-02-06,352.392310907
"X18",2015-02-08,44.575544551
"X18",2015-02-09,12.114426653
"X18",2015-03-11,37.336418223
"X18",2015-03-23,12.573938387
"X18",2015-04-05,255.542134278
"X18",2015-04-07,95.78930004
"X18",2015-04-13,57.097212842
"X18",2015-04-14,277.058974916
"X18",2015-04-25,12.316921916
"X18",2015-05-11,15.196712537
"X18",2015-05-12,94.875956157
"X18",2015-05-13,55.441257686
"X18",2015-05-31,64.014436706
"X18",2015-06-29,10.928812783
"X18",2015-07-01,10.770042883
"X18",2015-07-16,10.436399274
"X18",2015-08-07,14.135737986
"X18",2015-09-14,17.218546876
"X18",2015-09-15,71.386327727
"X18",2015-09-16,36.8090859
"X18",2015-10-01,13.177795675
"X18",2015-11-08,19.610758017
"X18",2015-11-15,120.164438398
"X18",2015-11-24,134.99112984
"X18",2015-12-03,99.630852426
"X18",2015-12-06,26.760388309
"X18",2015-12-10,110.848164787
"X18",2015-12-13,52.060299294
"X18",2015-12-22,12.532699155
"X19",2011-03-07,23.981537295
"X19",2011-03-10,54.959445764
"X19",2011-03-15,37.162953648
"X19",2011-04-20,66.012448212
"X19",2011-04-21,13.392150438
"X19",2011-04-25,69.953175016
"X19",2011-04-28,80.616319338
"X19",2011-05-14,43.675278861
"X19",2011-05-15,16.118257664
"X19",2011-05-25,394.257925646
"X19",2011-05-28,20.221597899
"X19",2011-05-31,57.095450326
"X19",2011-06-01,29.327640899
"X19",2011-06-28,123.067466603
"X19",2011-06-29,18.800833658
"X19",2011-07-18,25.961573789
"X19",2011-07-30,21.314921334
"X19",2011-08-26,14.835185418
"X19",2011-10-03,26.541095891
"X19",2011-11-03,54.990587019
"X19",2011-11-18,70.668308827
"X19",2011-11-30,28.419940082
"X19",2011-12-01,86.272372319
"X19",2012-01-15,58.0821286
"X19",2012-01-19,69.116052744
"X19",2012-01-20,91.295920576
"X19",2012-02-29,23.367680959
"X19",2012-03-01,59.486687181
"X19",2012-03-06,128.683099127
"X19",2012-03-12,35.846042083
"X19",2012-03-27,47.860421623
"X19",2012-03-31,119.625127497
"X19",2012-04-12,13.585515132
"X19",2012-04-23,15.953473875
"X19",2012-04-26,139.381162872
"X19",2012-05-14,70.742039326
"X19",2012-05-24,11.331734022
"X19",2012-06-04,207.59836789
"X19",2012-06-09,11.481823215
"X19",2012-06-23,21.062516659
"X19",2012-06-25,45.276906354
"X19",2012-10-22,40.727000824
"X19",2012-10-23,18.661613805
"X19",2012-11-08,159.665185065
"X19",2012-11-28,16.397617596
"X19",2012-11-29,77.580753952
"X19",2012-12-21,10.466688629
"X19",2013-04-14,20.629722922
"X19",2013-04-15,10.239294712
"X19",2013-06-10,28.237612612
"X19",2013-06-18,29.455876327
"X19",2013-06-19,49.013359954
"X19",2013-07-02,22.798935299
"X19",2013-07-03,20.71048321
"X19",2013-08-20,56.43369049
"X19",2013-09-20,29.58442726
"X19",2013-09-21,64.080985834
"X19",2013-10-27,113.678704126
"X19",2013-10-28,10.829313603
"X19",2014-02-19,60.394348371
"X19",2014-03-10,11.459299874
"X19",2014-03-29,110.769954038
"X19",2014-04-22,27.573547851
"X19",2014-04-25,10.321980775
"X19",2014-05-10,22.857292097
"X19",2014-06-10,34.937526127
"X19",2014-07-19,19.246690924
"X19",2014-07-20,34.70574276
"X19",2014-07-22,12.408374203
"X19",2014-07-29,10.437430786
"X19",2014-09-20,26.582028162
"X19",2014-09-25,137.811791387
"X19",2014-10-15,24.354005174
"X19",2014-10-21,12.4083742
"X19",2014-10-25,86.868801261
"X19",2014-10-31,27.00788295
"X19",2014-11-22,70.102384293
"X19",2014-11-28,58.882342113
"X19",2014-11-29,47.756239919
"X19",2014-11-30,16.478528516
"X19",2014-12-03,25.823320504
"X19",2014-12-10,74.230967801
"X19",2014-12-11,175.942353221
"X19",2014-12-24,45.772943457
"X19",2014-12-29,15.684679328
"X19",2015-02-05,68.406385015
"X19",2015-02-06,156.409421418
"X19",2015-02-08,19.784867371
"X19",2015-03-11,16.571779212
"X19",2015-04-05,72.923387099
"X19",2015-04-07,34.092741932
"X19",2015-04-13,48.124999999
"X19",2015-04-14,134.939516139
"X19",2015-04-25,13.68951613
"X19",2015-05-11,27.963709676
"X19",2015-05-12,202.520161294
"X19",2015-05-13,50.806451614
"X19",2015-05-31,73.977853855
"X19",2015-06-21,12.047009723
"X19",2015-06-28,10.851130813
"X19",2015-07-01,10.792317092
"X19",2015-07-16,27.113123596
"X19",2015-08-07,50.785644731
"X19",2015-08-08,20.045675253
"X19",2015-09-15,12.626873911
"X19",2015-09-16,37.836030064
"X19",2015-11-24,54.405760303
"X19",2015-12-03,55.473180628
"X19",2015-12-06,26.609263749
"X19",2015-12-10,171.320961711
"X19",2015-12-13,74.490689623
"X2",2011-02-15,142.345112271
"X2",2011-02-16,67.610629745
"X2",2011-03-10,295.031536213
"X2",2011-03-15,117.250390762
"X2",2011-03-18,16.91548331
"X2",2011-04-02,13.204946267
"X2",2011-04-20,71.801895314
"X2",2011-04-21,24.856369443
"X2",2011-04-25,151.808334467
"X2",2011-04-28,77.821797298
"X2",2011-05-14,23.438269886
"X2",2011-05-15,36.136405789
"X2",2011-05-25,503.500232739
"X2",2011-05-28,108.298979816
"X2",2011-05-30,15.989466945
"X2",2011-05-31,351.631793488
"X2",2011-06-01,185.422175455
"X2",2011-06-28,254.652189276
"X2",2011-07-30,27.99398636
"X2",2011-09-30,30.863286263
"X2",2011-10-03,93.171088296
"X2",2011-11-03,308.33333333
"X2",2011-11-18,320.459712548
"X2",2011-11-30,30.174647841
"X2",2011-12-01,19.491478266
"X2",2012-01-15,146.499075395
"X2",2012-01-19,149.241318711
"X2",2012-01-20,139.432525314
"X2",2012-02-24,11.10494777
"X2",2012-02-29,57.770406068
"X2",2012-03-01,40.347976901
"X2",2012-03-06,73.662820217
"X2",2012-03-12,141.106869689
"X2",2012-03-13,54.537632382
"X2",2012-03-31,181.790712891
"X2",2012-04-12,19.857423153
"X2",2012-04-23,49.551340749
"X2",2012-04-26,203.082624805
"X2",2012-05-14,80.592473714
"X2",2012-05-17,19.622515333
"X2",2012-06-04,450.573248404
"X2",2012-06-23,48.311683974
"X2",2012-06-24,28.426367087
"X2",2012-06-25,202.707591491
"X2",2012-07-12,38.742036574
"X2",2012-08-13,10.59134813
"X2",2012-09-08,17.113388825
"X2",2012-10-22,75.978986847
"X2",2012-10-23,25.753699141
"X2",2012-11-08,548.197425678
"X2",2012-11-17,20.501172887
"X2",2012-11-18,21.19534353
"X2",2012-11-28,72.725944018
"X2",2012-11-29,405.372514542
"X2",2012-12-01,11.615788704
"X2",2012-12-02,16.26673199
"X2",2012-12-20,11.916595982
"X2",2012-12-21,138.463903601
"X2",2012-12-23,32.487185935
"X2",2013-03-05,33.042522449
"X2",2013-03-06,14.670139519
"X2",2013-04-07,21.70396333
"X2",2013-04-14,112.757257118
"X2",2013-04-15,51.986159801
"X2",2013-05-14,11.62674651
"X2",2013-06-10,103.842315367
"X2",2013-06-18,22.604790416
"X2",2013-06-19,23.103792411
"X2",2013-06-29,29.590818364
"X2",2013-07-02,20.159680635
"X2",2013-08-20,80.785121016
"X2",2013-09-21,134.591784595
"X2",2013-10-27,148.356792607
"X2",2013-10-28,12.357392316
"X2",2014-02-15,24.239076155
"X2",2014-03-10,36.455056178
"X2",2014-03-29,107.521802331
"X2",2014-04-22,32.712693799
"X2",2014-05-18,18.463339797
"X2",2014-06-10,50.785045227
"X2",2014-09-25,111.764480819
"X2",2014-10-15,26.071963266
"X2",2014-10-25,593.877245676
"X2",2014-10-31,99.097077086
"X2",2014-11-22,169.195635754
"X2",2014-11-28,42.90539546
"X2",2014-11-29,20.648750478
"X2",2014-11-30,26.008398832
"X2",2014-12-10,106.009680999
"X2",2014-12-11,251.857341891
"X2",2014-12-24,12.146335159
"X2",2015-02-05,123.849572004
"X2",2015-02-06,243.769423695
"X2",2015-02-08,15.909028951
"X2",2015-04-05,323.364025039
"X2",2015-04-07,89.025299743
"X2",2015-04-13,116.358813609
"X2",2015-04-14,294.09419967
"X2",2015-05-03,17.156620743
"X2",2015-05-12,155.085044172
"X2",2015-05-13,48.677971186
"X2",2015-05-20,16.213664211
"X2",2015-05-31,39.45177696
"X2",2015-07-30,25.314522064
"X2",2015-08-07,13.872181376
"X2",2015-08-08,24.74019608
"X2",2015-09-15,102.397486775
"X2",2015-09-16,46.70634921
"X2",2015-10-01,13.058862431
"X2",2015-11-15,137.978900782
"X2",2015-11-24,158.873499464
"X2",2015-12-03,124.373597198
"X2",2015-12-06,59.763936313
"X2",2015-12-10,310.04353932
"X2",2015-12-13,139.055728417
"X20",2011-02-14,15.336765658
"X20",2011-03-07,11.455883408
"X20",2011-03-10,29.590936023
"X20",2011-03-15,53.613787584
"X20",2011-04-20,10.987392189
"X20",2011-05-25,22.579096196
"X20",2013-04-14,65.004881458
"X20",2013-04-15,11.668410043
"X20",2013-08-18,12.997612653
"X20",2014-07-20,18.116134754
"X20",2014-09-25,17.937943262
"X20",2014-10-25,19.85572598
"X20",2014-11-30,15.727401131
"X20",2014-12-03,97.653932719
"X20",2014-12-10,82.393957451
"X20",2014-12-11,192.359915709
"X20",2015-02-05,80.150854731
"X20",2015-02-06,183.262846179
"X20",2015-02-08,23.18166689
"X20",2015-03-11,19.416934078
"X20",2015-04-05,78.137376538
"X20",2015-04-07,36.530357674
"X20",2015-04-13,51.565915896
"X20",2015-04-14,144.587630934
"X20",2015-04-25,14.668310386
"X20",2015-05-11,29.963102368
"X20",2015-05-12,217.000261895
"X20",2015-05-13,54.439090093
"X20",2015-07-16,31.212667257
"X20",2015-08-07,50.654505535
"X20",2015-11-15,26.025278143
"X20",2015-11-24,88.716620051
"X20",2015-12-03,63.305233393
"X20",2015-12-06,14.826409349
"X20",2015-12-10,113.662937414
"X20",2015-12-13,66.151457522
"X21",2011-02-14,31.772010558
"X21",2011-02-15,90.50240374
"X21",2011-02-16,37.827754705
"X21",2011-03-10,275.326457729
"X21",2011-03-15,172.599021445
"X21",2011-03-18,73.09558071
"X21",2011-04-02,34.339970218
"X21",2011-04-07,27.930781606
"X21",2011-04-20,59.624572768
"X21",2011-04-25,138.718186218
"X21",2011-04-28,276.057944196
"X21",2011-05-14,310.346986743
"X21",2011-05-15,135.527851806
"X21",2011-05-25,913.654512869
"X21",2011-05-28,198.463226979
"X21",2011-05-30,50.839669226
"X21",2011-05-31,444.068696303
"X21",2011-06-01,252.410439329
"X21",2011-06-04,34.550517124
"X21",2011-06-27,14.613423969
"X21",2011-06-28,299.415188816
"X21",2011-06-29,15.107972378
"X21",2011-07-18,25.913339994
"X21",2011-09-30,15.716008411
"X21",2011-10-01,23.160936123
"X21",2011-10-03,147.303553762
"X21",2011-10-04,11.828791502
"X21",2011-10-05,29.096821413
"X21",2011-11-03,459.157160605
"X21",2011-11-18,600.472544118
"X21",2011-11-30,29.310625729
"X21",2011-12-01,50.596255708
"X21",2012-01-15,74.276076084
"X21",2012-01-19,100.033632003
"X21",2012-01-20,59.627398865
"X21",2012-02-24,10.723003939
"X21",2012-02-28,19.340366101
"X21",2012-02-29,203.917955965
"X21",2012-03-01,29.8871269
"X21",2012-03-06,81.470712452
"X21",2012-03-12,235.363443321
"X21",2012-03-13,80.700808188
"X21",2012-03-27,42.6481569
"X21",2012-03-31,407.6781894
"X21",2012-04-12,66.4260399
"X21",2012-04-23,48.9605463
"X21",2012-04-26,276.6261744
"X21",2012-05-14,187.190150984
"X21",2012-05-17,26.813351347
"X21",2012-05-24,31.213241268
"X21",2012-05-25,42.562034851
"X21",2012-06-04,356.902510414
"X21",2012-06-21,22.4946402
"X21",2012-06-22,14.319936959
"X21",2012-06-23,120.201420945
"X21",2012-06-24,35.702427856
"X21",2012-06-25,225.181820447
"X21",2012-10-22,61.002941647
"X21",2012-10-23,31.830577202
"X21",2012-10-31,22.990616873
"X21",2012-11-08,705.126057452
"X21",2012-11-17,46.0536849
"X21",2012-11-18,10.5024051
"X21",2012-11-28,135.3210876
"X21",2012-11-29,985.4077707
"X21",2012-11-30,18.487152
"X21",2012-12-01,20.2993794
"X21",2012-12-02,79.3183959
"X21",2012-12-11,60.7278618
"X21",2012-12-12,75.4993395
"X21",2012-12-20,26.9948907
"X21",2012-12-21,345.8009619
"X21",2012-12-23,101.679336
"X21",2013-02-25,18.8398674
"X21",2013-03-05,64.4070483
"X21",2013-03-06,137.6867133
"X21",2013-04-04,29.809246631
"X21",2013-04-07,28.268204062
"X21",2013-04-14,34.27165208
"X21",2013-04-15,28.750370756
"X21",2013-06-10,85.872162757
"X21",2013-06-18,57.34622009
"X21",2013-06-19,66.936627304
"X21",2013-06-29,11.282832006
"X21",2013-07-02,31.015524082
"X21",2013-08-20,41.73921434
"X21",2013-09-20,54.491165625
"X21",2013-09-21,189.330488606
"X21",2013-10-27,304.030183242
"X21",2013-10-28,50.868447744
"X21",2013-12-03,93.139097745
"X21",2014-01-11,18.796992481
"X21",2014-02-15,151.37926234
"X21",2014-02-19,32.627696592
"X21",2014-03-10,29.529575504
"X21",2014-03-17,11.057759221
"X21",2014-03-25,26.928322891
"X21",2014-03-29,404.123902912
"X21",2014-04-22,119.585802438
"X21",2014-04-25,152.002260368
"X21",2014-05-10,10.748213088
"X21",2014-05-18,23.615523248
"X21",2014-06-10,12.822764574
"X21",2014-09-25,273.097969091
"X21",2014-10-14,15.128453853
"X21",2014-10-15,75.242857245
"X21",2014-10-21,22.339577398
"X21",2014-10-25,596.499101971
"X21",2014-10-31,59.030183944
"X21",2014-11-22,332.443310784
"X21",2014-11-28,251.606325243
"X21",2014-11-29,172.073607249
"X21",2014-11-30,44.000052932
"X21",2014-12-03,47.384539571
"X21",2014-12-10,136.210222481
"X21",2014-12-11,322.845677263
"X21",2014-12-24,83.991129256
"X21",2014-12-29,28.780625177
"X21",2015-02-05,122.448061174
"X21",2015-02-06,252.897891501
"X21",2015-02-08,63.687052275
"X21",2015-02-09,20.841703802
"X21",2015-03-11,32.407409194
"X21",2015-03-23,10.628341341
"X21",2015-04-05,404.331565657
"X21",2015-04-07,116.785406891
"X21",2015-04-13,84.92073187
"X21",2015-04-14,411.506788443
"X21",2015-04-25,15.150345668
"X21",2015-05-11,11.079212594
"X21",2015-05-12,157.520615278
"X21",2015-05-13,50.477274624
"X21",2015-05-31,119.958856199
"X21",2015-08-07,11.707696175
"X21",2015-09-15,29.942106307
"X21",2015-09-16,50.188133861
"X21",2015-10-01,14.758597337
"X21",2015-11-08,22.289650162
"X21",2015-11-15,325.461696481
"X21",2015-11-24,299.898988844
"X21",2015-12-03,163.723931857
"X21",2015-12-06,85.668786413
"X21",2015-12-10,270.026788746
"X21",2015-12-13,151.126482391
"X22",2011-02-14,19.262233089
"X22",2011-02-15,38.395660794
"X22",2011-02-16,19.309071182
"X22",2011-03-10,218.605857803
"X22",2011-03-15,141.662307614
"X22",2011-03-18,36.545549539
"X22",2011-04-02,40.262040009
"X22",2011-04-07,23.942118751
"X22",2011-04-20,100.210861906
"X22",2011-04-21,14.35591886
"X22",2011-04-25,178.350080367
"X22",2011-04-28,260.557589669
"X22",2011-05-14,151.531559282
"X22",2011-05-15,49.121329304
"X22",2011-05-25,683.234539766
"X22",2011-05-28,163.787182666
"X22",2011-05-30,44.377217338
"X22",2011-05-31,429.803397289
"X22",2011-06-01,222.413209503
"X22",2011-06-04,23.447362541
"X22",2011-06-27,12.161849812
"X22",2011-06-28,301.566852655
"X22",2011-07-18,27.262405353
"X22",2011-09-30,13.981322661
"X22",2011-10-01,21.199993071
"X22",2011-10-03,120.272363432
"X22",2011-10-05,18.832579656
"X22",2011-11-03,368.322936941
"X22",2011-11-18,557.62915361
"X22",2011-11-30,28.023719953
"X22",2011-12-01,30.24535005
"X22",2012-01-15,73.946975844
"X22",2012-01-19,78.2244158
"X22",2012-01-20,74.825901867
"X22",2012-02-28,12.222691812
"X22",2012-02-29,132.430502274
"X22",2012-03-06,48.661169716
"X22",2012-03-12,185.190663083
"X22",2012-03-13,81.473357297
"X22",2012-03-23,11.918812732
"X22",2012-03-27,30.569675239
"X22",2012-03-31,297.997320849
"X22",2012-04-10,12.472210307
"X22",2012-04-11,10.6478034
"X22",2012-04-12,47.890681281
"X22",2012-04-23,41.190329724
"X22",2012-04-25,15.083935667
"X22",2012-04-26,208.156140314
"X22",2012-05-14,146.317688401
"X22",2012-05-17,14.744015114
"X22",2012-05-24,20.648636545
"X22",2012-05-25,32.019417428
"X22",2012-06-04,335.131112665
"X22",2012-06-21,47.517587156
"X22",2012-06-22,14.901861426
"X22",2012-06-23,119.080429726
"X22",2012-06-24,42.980967119
"X22",2012-06-25,214.127296364
"X22",2012-10-22,51.610940698
"X22",2012-10-23,23.648769212
"X22",2012-10-31,32.751930293
"X22",2012-11-08,560.794467743
"X22",2012-11-17,27.079561115
"X22",2012-11-18,15.108791933
"X22",2012-11-28,85.116950465
"X22",2012-11-29,676.805012216
"X22",2012-12-01,35.824481926
"X22",2012-12-02,28.495923224
"X22",2012-12-11,28.268691901
"X22",2012-12-12,38.3170562
"X22",2012-12-20,33.319361139
"X22",2012-12-21,154.810052071
"X22",2012-12-23,27.575845473
"X22",2013-03-05,53.750663466
"X22",2013-03-06,54.7752955
"X22",2013-04-04,35.299862646
"X22",2013-04-07,46.395962808
"X22",2013-04-14,102.928544092
"X22",2013-04-15,42.469377652
"X22",2013-06-10,73.559914913
"X22",2013-06-18,61.272892483
"X22",2013-06-19,115.823343084
"X22",2013-07-02,27.784208059
"X22",2013-08-18,12.919664685
"X22",2013-08-20,30.289426521
"X22",2013-09-05,10.230831065
"X22",2013-09-20,36.391408011
"X22",2013-09-21,164.173015268
"X22",2013-09-24,41.867163255
"X22",2013-10-27,312.205255507
"X22",2013-10-28,78.685702459
"X22",2013-12-03,69.137148986
"X22",2014-01-11,11.552856926
"X22",2014-02-15,87.225866693
"X22",2014-02-19,45.819111881
"X22",2014-03-06,11.946372097
"X22",2014-03-10,44.886705219
"X22",2014-03-17,16.329106551
"X22",2014-03-25,23.002655545
"X22",2014-03-29,315.732551378
"X22",2014-04-22,94.117654368
"X22",2014-04-25,126.632338079
"X22",2014-05-10,23.552897761
"X22",2014-05-18,35.764662839
"X22",2014-06-10,23.705258432
"X22",2014-09-25,259.85685544
"X22",2014-10-14,14.394953058
"X22",2014-10-15,71.594718705
"X22",2014-10-21,21.256446373
"X22",2014-10-25,459.990985704
"X22",2014-10-31,87.650118272
"X22",2014-11-22,227.506994398
"X22",2014-11-28,191.093995024
"X22",2014-11-29,154.985864118
"X22",2014-11-30,53.478644594
"X22",2014-12-03,43.561183858
"X22",2014-12-10,125.219715107
"X22",2014-12-11,296.795959927
"X22",2014-12-24,77.214067244
"X22",2014-12-29,26.458378966
"X22",2015-02-05,119.619228082
"X22",2015-02-06,247.055365971
"X22",2015-02-08,62.215734229
"X22",2015-02-09,20.360212301
"X22",2015-03-11,31.658723182
"X22",2015-03-23,10.382802102
"X22",2015-04-05,314.494886515
"X22",2015-04-07,117.887584878
"X22",2015-04-13,70.269357045
"X22",2015-04-14,340.975593435
"X22",2015-04-25,15.158396365
"X22",2015-05-11,18.702545468
"X22",2015-05-12,116.763535501
"X22",2015-05-13,68.231378349
"X22",2015-05-31,85.179779421
"X22",2015-08-07,11.435906741
"X22",2015-09-15,26.990865818
"X22",2015-09-16,31.679485483
"X22",2015-11-08,13.032960008
"X22",2015-11-15,176.768736388
"X22",2015-11-24,219.38957485
"X22",2015-12-03,121.553649973
"X22",2015-12-06,46.175407367
"X22",2015-12-10,182.258790323
"X22",2015-12-13,86.598123161
"X23",2011-02-14,34.789741876
"X23",2011-02-15,51.712632517
"X23",2011-02-16,21.978629159
"X23",2011-03-10,224.554737619
"X23",2011-03-15,161.978193264
"X23",2011-03-18,65.67747532
"X23",2011-04-02,20.350452815
"X23",2011-04-07,31.507617204
"X23",2011-04-20,133.607165994
"X23",2011-04-21,35.973417754
"X23",2011-04-25,153.216579112
"X23",2011-04-28,261.748251514
"X23",2011-05-14,224.115620856
"X23",2011-05-15,61.04919411
"X23",2011-05-25,634.229856157
"X23",2011-05-28,214.921441707
"X23",2011-05-30,45.773338495
"X23",2011-05-31,330.897482309
"X23",2011-06-01,198.19102095
"X23",2011-06-04,40.197071274
"X23",2011-06-27,18.288660262
"X23",2011-06-28,243.159193218
"X23",2011-06-29,11.463502844
"X23",2011-07-18,14.021418345
"X23",2011-09-30,14.578355751
"X23",2011-10-01,17.62065719
"X23",2011-10-03,117.538654596
"X23",2011-10-04,11.871148385
"X23",2011-10-05,33.807464481
"X23",2011-11-03,437.492702672
"X23",2011-11-18,553.093191046
"X23",2011-11-23,34.407106929
"X23",2011-11-30,43.261567439
"X23",2011-12-01,28.135636089
"X23",2012-01-15,95.886676593
"X23",2012-01-19,64.356738145
"X23",2012-01-20,55.45016961
"X23",2012-02-28,16.030693707
"X23",2012-02-29,108.21448673
"X23",2012-03-01,33.367964329
"X23",2012-03-06,54.032448263
"X23",2012-03-12,154.157377364
"X23",2012-03-13,57.322264027
"X23",2012-03-23,16.957451751
"X23",2012-03-27,69.039310237
"X23",2012-03-31,386.755029783
"X23",2012-04-10,18.410616154
"X23",2012-04-11,22.071124572
"X23",2012-04-12,53.402594938
"X23",2012-04-23,37.33758615
"X23",2012-04-25,14.207736068
"X23",2012-04-26,214.22079807
"X23",2012-05-04,19.15312497
"X23",2012-05-14,146.380643751
"X23",2012-05-17,32.154035152
"X23",2012-05-24,67.018391942
"X23",2012-05-25,55.946934969
"X23",2012-05-26,12.333515133
"X23",2012-06-04,323.619644063
"X23",2012-06-21,32.342826644
"X23",2012-06-22,23.89376102
"X23",2012-06-23,107.088738641
"X23",2012-06-24,35.358318077
"X23",2012-06-25,167.101156057
"X23",2012-06-26,10.939561545
"X23",2012-10-22,62.143785736
"X23",2012-10-23,28.475048646
"X23",2012-10-31,37.483275057
"X23",2012-11-08,641.806852264
"X23",2012-11-17,28.208943541
"X23",2012-11-18,15.738920467
"X23",2012-11-28,88.666845076
"X23",2012-11-29,705.031898301
"X23",2012-12-01,37.318580749
"X23",2012-12-02,29.684376572
"X23",2012-12-11,29.447668318
"X23",2012-12-12,39.915110534
"X23",2012-12-20,34.708981193
"X23",2012-12-21,161.266572974
"X23",2012-12-23,28.725925981
"X23",2013-03-05,55.992393105
"X23",2013-03-06,57.059758537
"X23",2013-04-04,32.930099415
"X23",2013-04-07,68.424114403
"X23",2013-04-14,79.077520168
"X23",2013-04-15,112.995859117
"X23",2013-06-10,91.900056307
"X23",2013-06-18,76.549602801
"X23",2013-06-19,144.700707751
"X23",2013-06-29,11.910732205
"X23",2013-07-02,34.711436084
"X23",2013-08-18,15.601817295
"X23",2013-08-20,36.57758233
"X23",2013-09-05,12.354775526
"X23",2013-09-20,43.946349441
"X23",2013-09-21,198.255717274
"X23",2013-09-24,41.153518425
"X23",2013-10-27,306.883575063
"X23",2013-10-28,77.344468904
"X23",2013-12-03,48.537737893
"X23",2014-01-11,27.518334306
"X23",2014-01-29,17.675710145
"X23",2014-02-15,61.570337989
